feature,mi_score
JPX_Gold_Standard_Futures_High_ma_5,0.05289182711696938
US_Stock_URA_adj_close,0.05284493486064257
JPX_Gold_Standard_Futures_Low_lag_5,0.05281506821253501
JPX_Gold_Rolling-Spot_Futures_Low_volatility_60,0.05270205842493336
LME_std,0.05266906264675697
JPX_Gold_Rolling-Spot_Futures_Open_lag_2,0.05259815449370642
JPX_Gold_Rolling-Spot_Futures_Open_lag_7,0.0525346638445674
JPX_Gold_Rolling-Spot_Futures_Close_std_10,0.05245353607648351
US_Stock_RSP_adj_close,0.052252995735241115
JPX_Gold_Mini_Futures_Close_max_60,0.05216522099285825
JPX_Gold_Rolling-Spot_Futures_Open_min_10,0.052124995134217755
JPX_Platinum_Standard_Futures_Close_lag_4_ma,0.052082625807176264
JPX_Platinum_Standard_Futures_Open_lag_7_return,0.05204834632900379
JPX_Gold_Standard_Futures_Open_min_60,0.05196462460169782
JPX_Platinum_Standard_Futures_Close_lag_5_ma,0.05195495165677322
US_Stock_GLD_adj_close_x_US_Stock_XLE_adj_close,0.0519200025992026
JPX_Gold_Rolling-Spot_Futures_High,0.05188425305612032
JPX_Gold_Rolling-Spot_Futures_open_interest_lag_4_std,0.05184152060965719
JPX_Gold_Standard_Futures_Close_lag_3,0.05184011488160145
LME_AH_Close_rolling_median_5,0.05181553831437302
JPX_Platinum_Standard_Futures_Open_moving_avg_return_60,0.051808129993350605
JPX_Gold_Rolling-Spot_Futures_open_interest_rolling_median_60,0.051799925858639906
JPX_Platinum_Mini_Futures_Open_lag_4_ma,0.05178560181255776
JPX_Platinum_Standard_Futures_Close_ma_20,0.05177106598860792
JPX_Platinum_Mini_Futures_High_lag_5_ma,0.05176100609090817
JPX_Platinum_Standard_Futures_Open_max_60,0.05174893514676082
JPX_Platinum_Standard_Futures_Open_lag_4_ma,0.05169013672577982
US_Stock_EEM_adj_low,0.05164859301875957
JPX_Platinum_Mini_Futures_Open_rank_in_JPX,0.05164377285618649
JPX_Platinum_Mini_Futures_Close_lag_4_ma,0.05159902607764444
JPX_Gold_Mini_Futures_High_ma_5,0.0515537322434545
LME_CA_Close_lag_5,0.051527725255965606
JPX_Gold_Standard_Futures_High_lag_1,0.05147956699900025
JPX_Gold_Standard_Futures_Close_lag_2,0.05142439821757705
JPX_Gold_Rolling-Spot_Futures_Open_max_5,0.05142344209622873
JPX_Gold_Rolling-Spot_Futures_open_interest_lag_1_std,0.05137071187409159
JPX_Platinum_Standard_Futures_High_lag_5,0.05136804147760188
JPX_Gold_Mini_Futures_open_interest_rolling_autocorr_10,0.05135350526012683
JPX_Platinum_Mini_Futures_Low_lag_5,0.051283016918313606
JPX_Gold_Standard_Futures_Low_lag_2,0.051252177948470035
